RA_Decl,RA,Decl,Box_Offs_Rel_SUBJ_Cntr,Box_Obsv_Done,Search_Box_Center_DECaLS_DR8_URL,DECaLS_DR8_URL,Category,Observation_Included_In_Corresponding_PNG,Category_Descrption,Working Notes,GALEX_Highest_Color__Violet_White_Blue_Green_Yellow_grAy_browN__At-DECaLS-Contrast-0.9_DECaLS-Brightness-3-upward,DR8_Core_Color,DR8_Periphery_Color,DR_8_Resids_Features,DR_8_Resids_Core_Heatmap_Colors,DR_8_Resids_Outer_Mode_Heatmap_Colors,NED_Search_URL,Separator,NED_Nearest_Obj_ID,NED Redshift,NED_Search_Mag,Search_Box_Addr,matplotlib_color,Search_Box_Center_RA_Decl
"218.7076, -2.5641",218.7076,-2.5641,"(1, -4)",,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7076&dec=-2.5641&layer=dr8&zoom=15,Smear,Y,,,G,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7076d%20-2.5641d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,SDSS J143449.84-023350.9,,,"(8, 2)",,"(218.7159, -2.5712)"
"218.7172, -2.5846",218.7172,-2.5846,"(1, -4)",,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7172&dec=-2.5846&layer=dr8&zoom=15,Speck,Y,,,B,Turquoise,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7172d%20-2.5846d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,SDSS J143452.16-023504.1,,,"(8, 2)",,"(218.7159, -2.5712)"
"218.7198, -2.5645",218.7198,-2.5645,"(1, -4)",,http://www.legacysurvey.org/viewer?ra=218.7159&dec=-2.5712&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7198&dec=-2.5645&layer=dr8&zoom=15,RadialGradient,Y,,,G,Orange,Orange,Dot,Orange,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7198d%20-2.5645d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(8, 2)",,"(218.7159, -2.5712)"
"218.7650, -2.3437",218.765,-2.3437,"(2, 3)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.3493&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.765&dec=-2.3437&layer=dr8&zoom=15,Spot,Y,,,A,Orange,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.765d%20-2.3437d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 9)",,"(218.7496, -2.3493)"
"218.7374, -2.3691",218.7374,-2.3691,"(2, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7374&dec=-2.3691&layer=dr8&zoom=15,Splat,Y,,,G,Purple,Blue,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7374d%20-2.3691d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 8)",,"(218.7496, -2.381)"
"218.7423, -2.3689",218.7423,-2.3689,"(2, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7423&dec=-2.3689&layer=dr8&zoom=15,Speck,Y,,,A,Blue-Gray,,Foreground Object,Foreground Object,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7423d%20-2.3689d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 8)",,"(218.7496, -2.381)"
"218.7467, -2.3794",218.7467,-2.3794,"(2, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7467&dec=-2.3794&layer=dr8&zoom=15,Splat,Y,,,G,Blue,,Double Bar,Double Bar,Black,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7467d%20-2.3794d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 8)",,"(218.7496, -2.381)"
"218.7529, -2.3783",218.7529,-2.3783,"(2, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7529&dec=-2.3783&layer=dr8&zoom=15,Splat,Y,,,A,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7529d%20-2.3783d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 8)",,"(218.7496, -2.381)"
"218.7549, -2.3884",218.7549,-2.3884,"(2, 2)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.381&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7549&dec=-2.3884&layer=dr8&zoom=15,Spot,Y,,,A,Gray,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7549d%20-2.3884d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 8)",,"(218.7496, -2.381)"
"218.7424, -2.4275",218.7424,-2.4275,"(2, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7424&dec=-2.4275&layer=dr8&zoom=15,Speck,Y,,,A,Gray,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7424d%20-2.4275d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 7)",,"(218.7496, -2.4127)"
"218.7435, -2.4211",218.7435,-2.4211,"(2, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7435&dec=-2.4211&layer=dr8&zoom=15,Speck,Y,,,B,Purple,,Foreground Object,Foreground Object,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7435d%20-2.4211d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 7)",,"(218.7496, -2.4127)"
"218.7563, -2.4117",218.7563,-2.4117,"(2, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7563&dec=-2.4117&layer=dr8&zoom=15,Speck,Y,,,A,Red,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7563d%20-2.4117d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 7)",,"(218.7496, -2.4127)"
"218.7606, -2.3980",218.7606,-2.398,"(2, 1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4127&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7606&dec=-2.398&layer=dr8&zoom=15,Speck,Y,,,G,Orange-Beige,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7606d%20-2.398d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 7)",,"(218.7496, -2.4127)"
"218.7488, -2.4300",218.7488,-2.43,"(2, 0)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4444&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7488&dec=-2.43&layer=dr8&zoom=15,Speck,Y,,,Y,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7488d%20-2.43d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 6)",,"(218.7496, -2.4444)"
"218.7333, -2.4692",218.7333,-2.4692,"(2, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7333&dec=-2.4692&layer=dr8&zoom=15,Splat,Y,,,A,Orange,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7333d%20-2.4692d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 5)",,"(218.7496, -2.4761)"
"218.7400, -2.4805",218.74,-2.4805,"(2, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.74&dec=-2.4805&layer=dr8&zoom=15,Splat,Y,,,G,Orange-White,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.74d%20-2.4805d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 5)",,"(218.7496, -2.4761)"
"218.7444, -2.4853",218.7444,-2.4853,"(2, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7444&dec=-2.4853&layer=dr8&zoom=15,Spot,Y,,,G,Purple,,Noise,Noise,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7444d%20-2.4853d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 5)",,"(218.7496, -2.4761)"
"218.7449, -2.4769",218.7449,-2.4769,"(2, -1)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.4761&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7449&dec=-2.4769&layer=dr8&zoom=15,Spiral,Y,,,G,Orange-White,,Red Bar,Red Bar,Green Arms,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7449d%20-2.4769d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 5)",,"(218.7496, -2.4761)"
"218.7437, -2.5174",218.7437,-2.5174,"(2, -2)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.5078&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7437&dec=-2.5174&layer=dr8&zoom=15,CoredOval,Y,,,G,Orange,Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7437d%20-2.5174d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 4)",,"(218.7496, -2.5078)"
"218.7360, -2.5457",218.736,-2.5457,"(2, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.736&dec=-2.5457&layer=dr8&zoom=15,Spot,Y,,,G,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.736d%20-2.5457d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 3)",,"(218.7496, -2.5395)"
"218.7514, -2.5561",218.7514,-2.5561,"(2, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7514&dec=-2.5561&layer=dr8&zoom=15,Round,Y,,,G,Pink-Gray,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7514d%20-2.5561d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 3)",,"(218.7496, -2.5395)"
"218.7561, -2.5332",218.7561,-2.5332,"(2, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7561&dec=-2.5332&layer=dr8&zoom=15,CoredOval,Y,,,W,Orange,Blue,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7561d%20-2.5332d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 3)",,"(218.7496, -2.5395)"
"218.7662, -2.5332",218.7662,-2.5332,"(2, -3)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.5395&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7662&dec=-2.5332&layer=dr8&zoom=15,Speck,Y,,,G,Blue,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7662d%20-2.5332d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 3)",,"(218.7496, -2.5395)"
"218.7355, -2.6171",218.7355,-2.6171,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7355&dec=-2.6171&layer=dr8&zoom=15,Round,Y,,,Y,Blue,,Red Rimmed Black,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7355d%20-2.6171d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7393, -2.6165",218.7393,-2.6165,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7393&dec=-2.6165&layer=dr8&zoom=15,Splat,Y,,,W,Purple,,,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7393d%20-2.6165d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7412, -2.5999",218.7412,-2.5999,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7412&dec=-2.5999&layer=dr8&zoom=15,Round,Y,,,G,Blue,,Dot,Black,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7412d%20-2.5999d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7436, -2.6078",218.7436,-2.6078,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7436&dec=-2.6078&layer=dr8&zoom=15,Spot,Y,,,Y,Yellow,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7436d%20-2.6078d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7453, -2.6069",218.7453,-2.6069,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7453&dec=-2.6069&layer=dr8&zoom=15,Splat,Y,,,G,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7453d%20-2.6069d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,,,,,"(9, 1)",,"(218.7496, -2.6029)"
"218.7454, -2.6070",218.7454,-2.6069999999999998,"(2, -5)",Y,http://www.legacysurvey.org/viewer?ra=218.7496&dec=-2.6029&layer=dr8&zoom=15,http://www.legacysurvey.org/viewer?ra=218.7454&dec=-2.6069999999999998&layer=dr8&zoom=15,Speck,Y,,,G,Purple,,Noise,,,https://ned.ipac.caltech.edu/conesearch?search_type=Near%20Position%20Search&iau_style=liberal&coordinates=218.7454d%20-2.6069999999999998d&radius=1&in_csys=Equatorial&in_equinox=J2000&in_csys_IAU=Equatorial&in_equinox_IAU=B1950&z_constraint=Unconstrained&z_unit=z&ot_include=ANY&nmp_op=ANY&hconst=67.8&omegam=0.308&omegav=0.692&wmap=4&corr_z=1&out_csys=Same%20as%20Input&out_csys_nearname=Equatorial&out_equinox=Same%20as%20Input&out_equinox_nearname=J2000&obj_sort=Distance%20to%20search%20center,.,,,,"(9, 1)",,"(218.7496, -2.6029)"
